Year,LocationDesc,LocationAbbr,Category,Indicator,Datasource,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DataValueFootnote,IndicatorID,LocationID,IndicatorSortOrder,LocationSortOrder,Geolocation,DataValueAlt
2018,United States,US,Water Fluoridation,Percentage of U.S. population receiving fluoridated water,WFRS,%,Percent,63.4,"c,d","c: State populations served by CWS reported in WFRS are controlled using a product of the U.S. Census state population estimate and the U.S. Geological Survey’s estimate of the percentages of state populations on public water systems. Populations served by each CWS are controlled proportionately within each state. For details on the population controlling method used, see Calculating Fluoridation Statistics. U.S. Geological Survey: Maupin, M.A., Kenny, J.F., Hutson, S.S., Lovelace, J.K., Barber, N.L., and Linsey, K.S., 2014, Estimated use of water in the United States in 2010: U.S. Geological Survey Circular 1405, 56 p., https://dx.doi.org/10.3133/cir1405 e: Fluoridated population divided by population served by community water systems.",WFRS_Nat_4,US,4,0,,63.4
2016,Louisiana,LA,Water Fluoridation,Total population served by CWS,WFRS,,Population,4074943.0,,,WFRS_State_3,22,22,19,"(31.312660644, -92.445680071)",4074943
2000,Texas,TX,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,65.7,,,WFRS_State_1,48,20,44,"(31.827240407, -99.426770206)",65.7
2004,Wisconsin,WI,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,89.7,,,WFRS_State_1,55,20,50,"(44.393191174, -89.816370742)",89.7
2012,Kansas,KS,Water Fluoridation,Total population served by CWS,WFRS,,Population,2702452.0,,,WFRS_State_3,20,22,17,"(38.3477403, -98.200781227)",2702452
2012,Montana,MT,Water Fluoridation,Total population served by CWS,WFRS,,Population,788805.0,,,WFRS_State_3,30,22,27,"(47.066528972, -109.424420645)",788805
2010,Montana,MT,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,233221.0,,,WFRS_State_2,30,21,27,"(47.066528972, -109.424420645)",233221
2008,Hawaii,HI,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,139344.0,"e,f","e: Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics. f: Complete data were not available from WFRS; state provided additional information.",WFRS_State_2,15,21,12,"(21.304850435, -157.857749403)",139344
2010,Missouri,MO,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",23.0,,,WFRS_State_4,29,23,26,"(38.635790776, -92.566300053)",23
2018,Hawaii,HI,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,8.8,,,WFRS_State_1,15,20,12,"(21.304850435, -157.857749403)",8.8
2010,Vermont,VT,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",39.0,,,WFRS_State_4,50,23,46,"(43.625381239, -72.517640791)",39
2016,New Mexico,NM,Water Fluoridation,Total population served by CWS,WFRS,,Population,1774661.0,,,WFRS_State_3,35,22,32,"(34.520880952, -106.240580985)",1774661
2006,New Jersey,NJ,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,22.6,,,WFRS_State_1,34,20,31,"(40.130570048, -74.273691288)",22.6
2008,South Dakota,SD,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",8.0,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_4,46,23,42,"(44.353130053, -100.373530637)",8
2002,Minnesota,MN,Water Fluoridation,Total population served by CWS,WFRS,,Population,4025050.0,,,WFRS_State_3,27,22,24,"(46.355648736, -94.794200503)",4025050
2012,Missouri,MO,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3994342.0,,,WFRS_State_2,29,21,26,"(38.635790776, -92.566300053)",3994342
2000,Oklahoma,OK,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",24.0,"e,f,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_4,40,23,37,"(35.472031356, -97.521070214)",24
2014,Hawaii,HI,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",50.0,f,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_4,15,23,12,"(21.304850435, -157.857749403)",50
2012,Kentucky,KY,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",1.0,f,Population served by CWS exceeded the US Census state population estimate; number of people was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_4,21,23,18,"(37.645970271, -84.774971048)",1
2010,North Carolina,NC,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,6174598.0,,,WFRS_State_2,37,21,34,"(35.466220975, -79.159250463)",6174598
2000,Delaware,DE,Water Fluoridation,Total population served by CWS,WFRS,,Population,624923.0,,,WFRS_State_3,10,22,8,"(39.008830667, -75.577741168)",624923
2014,New Mexico,NM,Water Fluoridation,Total population served by CWS,WFRS,,Population,1571600.0,,,WFRS_State_3,35,22,32,"(34.520880952, -106.240580985)",1571600
2014,Montana,MT,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",46.0,,,WFRS_State_4,30,23,27,"(47.066528972, -109.424420645)",46
2008,Missouri,MO,Water Fluoridation,Total population served by CWS,WFRS,,Population,4971878.0,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_3,29,22,26,"(38.635790776, -92.566300053)",4971878
2002,Minnesota,MN,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3961639.0,,,WFRS_State_2,27,21,24,"(46.355648736, -94.794200503)",3961639
2016,Oregon,OR,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,22.6,,,WFRS_State_1,41,20,38,"(44.567449424, -120.155031326)",22.6
2000,Nebraska,NE,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,69.8,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_1,31,20,28,"(41.641040988001, -99.365720623)",69.8
2010,New York,NY,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,74.7,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_1,36,20,33,"(42.827001032, -75.543970427)",74.7
2014,Maryland,MD,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",5.0,,,WFRS_State_4,24,23,21,"(39.290580964, -76.609260111)",5
2002,Arizona,AZ,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",38.0,,,WFRS_State_4,4,23,3,"(34.86597028, -111.763811277)",38
2000,Arizona,AZ,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,55.5,,,WFRS_State_1,4,20,3,"(34.86597028, -111.763811277)",55.5
2004,Kentucky,KY,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3665419.0,,,WFRS_State_2,21,21,18,"(37.645970271, -84.774971048)",3665419
2000,South Dakota,SD,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",15.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_4,46,23,42,"(44.353130053, -100.373530637)",15
2008,United States,US,Water Fluoridation,"Total U.S. population on fluoridated drinking water systems, persons",WFRS,,Population,195545109.0,b,Reported in CDC Water Fluoridation Reporting System (WFRS).,WFRS_Nat_3,US,3,0,,195545109
2004,Utah,UT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,55.0,,,WFRS_State_1,49,20,45,"(39.360700171, -111.587130635)",55
2016,Connecticut,CT,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,89.5,,,WFRS_State_1,9,20,7,"(41.56266102, -72.649840952)",89.5
2006,Alabama,AL,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,3814295.0,e,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_2,1,21,1,"(32.840571122, -86.631860762)",3814295
2002,Ohio,OH,Water Fluoridation,Total population served by CWS,WFRS,,Population,9783785.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_3,39,22,36,"(40.060210141, -82.404260056)",9783785
2010,Maryland,MD,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",2.0,,,WFRS_State_4,24,23,21,"(39.290580964, -76.609260111)",2
2004,Utah,UT,Water Fluoridation,Total population served by CWS,WFRS,,Population,2242897.0,,,WFRS_State_3,49,22,45,"(39.360700171, -111.587130635)",2242897
2008,Maine,ME,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",22.0,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_4,23,23,20,"(45.254228894001, -68.985031336)",22
2006,Indiana,IN,Water Fluoridation,Total population served by CWS,WFRS,,Population,4550057.0,,,WFRS_State_3,18,22,15,"(39.766910452, -86.149960194)",4550057
2012,New Hampshire,NH,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,383333.0,,,WFRS_State_2,33,21,30,"(43.655950113, -71.50036092)",383333
2000,Maine,ME,Water Fluoridation,Total population served by CWS,WFRS,,Population,618033.0,,,WFRS_State_3,23,22,20,"(45.254228894001, -68.985031336)",618033
2002,West Virginia,WV,Water Fluoridation,Total population served by CWS,WFRS,,Population,1381875.0,,,WFRS_State_3,54,22,49,"(38.665510202, -80.712640135)",1381875
2014,Wisconsin,WI,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,88.9,,,WFRS_State_1,55,20,50,"(44.393191174, -89.816370742)",88.9
2004,Pennsylvania,PA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",40.0,,,WFRS_State_4,42,23,39,"(40.793730152, -77.860700294)",40
